camera;1;0;237;0;0;0;0;1;80
camera;2;0;237;0;0;0;0;1;80
camera;3;0;237;0;0;0;0;1;80
camera;4;0;237;0;0;0;0;1;80
camera;5;0;237;0;0;0;0;1;80
camera;6;0;237;0;0;0;0;1;80
camera;7;0;237;0;0;0;0;1;80
camera;8;0;237;0;0;0;0;1;80
camera;9;0;237;0;0;0;0;1;80
camera;10;0;237;0;0;0;0;1;80
camera;11;0;237;0;0;0;0;1;80
camera;12;0;237;0;0;0;0;1;80
camera;13;0;237;0;0;0;0;1;80
camera;14;0;237;0;0;0;0;1;80
camera;15;0;237;0;0;0;0;1;80
camera;16;0;237;0;0;0;0;1;80
camera;17;0;237;0;0;0;0;1;80
camera;18;0;237;0;0;0;0;1;80
camera;19;0;237;0;0;0;0;1;80
camera;20;0;237;0;0;0;0;1;80
camera;21;0;237;0;0;0;0;1;80
camera;22;0;237;0;0;0;0;1;80
camera;23;0;237;0;0;0;0;1;80
camera;24;0;237;0;0;0;0;1;80
camera;25;0;237;0;0;0;0;1;80
camera;26;0;237;0;0;0;0;1;80
camera;27;0;237;0;0;0;0;1;80
camera;28;0;237;0;0;0;0;1;80
camera;29;0;237;0;0;0;0;1;80
camera;30;0;237;0;0;0;0;1;80
camera;31;0;237;0;0;0;0;1;80
camera;32;0;237;0;0;0;0;1;80
camera;33;0;237;0;0;0;0;1;80
camera;34;0;237;0;0;0;0;1;80
camera;35;0;237;0;0;0;0;1;80
camera;36;0;237;0;0;0;0;1;80
camera;37;0;237;0;0;0;0;1;80
camera;38;0;237;0;0;0;0;1;80
camera;39;0;237;0;0;0;0;1;80
camera;40;0;237;0;0;0;0;1;80
camera;41;0;237;0;0;0;0;1;80
camera;42;0;237;0;0;0;0;1;80
camera;43;0;237;0;0;0;0;1;80
camera;44;0;237;0;0;0;0;1;80
camera;45;0;237;0;0;0;0;1;80
camera;46;0;237;0;0;0;0;1;80
camera;47;0;237;0;0;0;0;1;80
camera;48;0;237;0;0;0;0;1;80
camera;49;0;237;0;0;0;0;1;80
camera;50;0;237;0;0;0;0;1;80
camera;51;0;237;0;0;0;0;1;80
camera;52;0;237;0;0;0;0;1;80
camera;53;0;237;0;0;0;0;1;80
camera;54;0;237;0;0;0;0;1;80
camera;55;0;237;0;0;0;0;1;80
camera;56;0;237;0;0;0;0;1;80
camera;57;0;237;0;0;0;0;1;80
camera;58;0;237;0;0;0;0;1;80
camera;59;0;237;0;0;0;0;1;80
camera;60;0;237;0;0;0;0;1;80
camera;61;0;237;0;0;0;0;1;80
camera;62;0;237;0;0;0;0;1;80
camera;63;0;237;0;0;0;0;1;80
camera;64;0;237;0;0;0;0;1;80
camera;65;0;237;0;0;0;0;1;80
camera;66;0;237;0;0;0;0;1;80
camera;67;0;237;0;0;0;0;1;80
camera;68;0;237;0;0;0;0;1;80
camera;69;0;237;0;0;0;0;1;80
camera;70;0;237;0;0;0;0;1;80
camera;71;0;237;0;0;0;0;1;80
camera;72;0;237;0;0;0;0;1;80
camera;73;0;237;0;0;0;0;1;80
camera;74;0;237;0;0;0;0;1;80
camera;75;0;237;0;0;0;0;1;80
camera;76;0;237;0;0;0;0;1;80
camera;77;0;237;0;0;0;0;1;80
camera;78;0;237;0;0;0;0;1;80
